"id","year","state_name","state_code","place","gender","number_of_deaths"
968,"2018","Mizoram","15","Urban Area (At Pedestrian Crossing)","Transgender",0.0
969,"2018","Mizoram","15","Urban Area (Near Factory/Industrial Area)","Female",7.0
970,"2018","Mizoram","15","Urban Area (Near Factory/Industrial Area)","Male",6.0
971,"2018","Mizoram","15","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
972,"2018","Mizoram","15","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
973,"2018","Mizoram","15","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
974,"2018","Mizoram","15","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
975,"2018","Mizoram","15","Urban Area (Near Religious Place)","Female",1.0
976,"2018","Mizoram","15","Urban Area (Near Religious Place)","Male",0.0
977,"2018","Mizoram","15","Urban Area (Near Religious Place)","Transgender",0.0
978,"2018","Mizoram","15","Urban Area (Near Residential Area)","Female",1.0
979,"2018","Mizoram","15","Urban Area (Near Residential Area)","Male",22.0
980,"2018","Mizoram","15","Urban Area (Near Residential Area)","Transgender",0.0
981,"2018","Mizoram","15","Urban Area (Near School/College/ Educational Institution)","Female",0.0
982,"2018","Mizoram","15","Urban Area (Near School/College/ Educational Institution)","Male",1.0
983,"2018","Mizoram","15","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
984,"2018","Mizoram","15","Urban Area (Others)","Female",0.0
985,"2018","Mizoram","15","Urban Area (Others)","Male",1.0
986,"2018","Mizoram","15","Urban Area (Others)","Transgender",0.0
987,"2018","Mizoram","15","Urban Area (Sub Total)","Female",9.0
988,"2018","Mizoram","15","Urban Area (Sub Total)","Male",30.0
989,"2018","Mizoram","15","Urban Area (Sub Total)","Transgender",0.0
990,"2018","Nagaland","13","Rural Area (Near Factory)","Female",0.0
991,"2018","Nagaland","13","Rural Area (Near Factory)","Male",0.0
992,"2018","Nagaland","13","Rural Area (Near Factory)","Transgender",0.0
993,"2018","Nagaland","13","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
994,"2018","Nagaland","13","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
995,"2018","Nagaland","13","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
996,"2018","Nagaland","13","Rural Area (Near Religious Place)","Female",0.0
997,"2018","Nagaland","13","Rural Area (Near Religious Place)","Male",0.0
998,"2018","Nagaland","13","Rural Area (Near Religious Place)","Transgender",0.0
999,"2018","Nagaland","13","Rural Area (Near Residential Area)","Female",0.0
1000,"2018","Nagaland","13","Rural Area (Near Residential Area)","Male",7.0
1001,"2018","Nagaland","13","Rural Area (Near Residential Area)","Transgender",0.0
1002,"2018","Nagaland","13","Rural Area (Near School/College/ Educational Institution)","Female",0.0
1003,"2018","Nagaland","13","Rural Area (Near School/College/ Educational Institution)","Male",0.0
1004,"2018","Nagaland","13","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
1005,"2018","Nagaland","13","Rural Area (Others)","Female",3.0
1006,"2018","Nagaland","13","Rural Area (Others)","Male",3.0
1007,"2018","Nagaland","13","Rural Area (Others)","Transgender",0.0
1008,"2018","Nagaland","13","Rural Area (Sub Total)","Female",3.0
1009,"2018","Nagaland","13","Rural Area (Sub Total)","Male",10.0
1010,"2018","Nagaland","13","Rural Area (Sub Total)","Transgender",0.0
1011,"2018","Nagaland","13","Urban Area (At Pedestrian Crossing)","Female",0.0
1012,"2018","Nagaland","13","Urban Area (At Pedestrian Crossing)","Male",0.0
1013,"2018","Nagaland","13","Urban Area (At Pedestrian Crossing)","Transgender",0.0
1014,"2018","Nagaland","13","Urban Area (Near Factory/Industrial Area)","Female",0.0
1015,"2018","Nagaland","13","Urban Area (Near Factory/Industrial Area)","Male",0.0
1016,"2018","Nagaland","13","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
1017,"2018","Nagaland","13","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
1018,"2018","Nagaland","13","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
1019,"2018","Nagaland","13","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1020,"2018","Nagaland","13","Urban Area (Near Religious Place)","Female",0.0
1021,"2018","Nagaland","13","Urban Area (Near Religious Place)","Male",0.0
1022,"2018","Nagaland","13","Urban Area (Near Religious Place)","Transgender",0.0
1023,"2018","Nagaland","13","Urban Area (Near Residential Area)","Female",5.0
1024,"2018","Nagaland","13","Urban Area (Near Residential Area)","Male",12.0
1025,"2018","Nagaland","13","Urban Area (Near Residential Area)","Transgender",0.0
1026,"2018","Nagaland","13","Urban Area (Near School/College/ Educational Institution)","Female",1.0
1027,"2018","Nagaland","13","Urban Area (Near School/College/ Educational Institution)","Male",1.0
1028,"2018","Nagaland","13","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
1029,"2018","Nagaland","13","Urban Area (Others)","Female",0.0
1030,"2018","Nagaland","13","Urban Area (Others)","Male",3.0
1031,"2018","Nagaland","13","Urban Area (Others)","Transgender",0.0
1032,"2018","Nagaland","13","Urban Area (Sub Total)","Female",6.0
1033,"2018","Nagaland","13","Urban Area (Sub Total)","Male",16.0
1034,"2018","Nagaland","13","Urban Area (Sub Total)","Transgender",0.0
1035,"2018","Odisha","21","Rural Area (Near Factory)","Female",3.0
1036,"2018","Odisha","21","Rural Area (Near Factory)","Male",52.0
1037,"2018","Odisha","21","Rural Area (Near Factory)","Transgender",0.0
1038,"2018","Odisha","21","Rural Area (Near Recreation Place/ Cinema Hall)","Female",12.0
1039,"2018","Odisha","21","Rural Area (Near Recreation Place/ Cinema Hall)","Male",100.0
1040,"2018","Odisha","21","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1041,"2018","Odisha","21","Rural Area (Near Religious Place)","Female",7.0
1042,"2018","Odisha","21","Rural Area (Near Religious Place)","Male",23.0
1043,"2018","Odisha","21","Rural Area (Near Religious Place)","Transgender",0.0
1044,"2018","Odisha","21","Rural Area (Near Residential Area)","Female",56.0
1045,"2018","Odisha","21","Rural Area (Near Residential Area)","Male",481.0
1046,"2018","Odisha","21","Rural Area (Near Residential Area)","Transgender",0.0
1047,"2018","Odisha","21","Rural Area (Near School/College/ Educational Institution)","Female",17.0
1048,"2018","Odisha","21","Rural Area (Near School/College/ Educational Institution)","Male",80.0
1049,"2018","Odisha","21","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
1050,"2018","Odisha","21","Rural Area (Others)","Female",158.0
1051,"2018","Odisha","21","Rural Area (Others)","Male",1464.0
1052,"2018","Odisha","21","Rural Area (Others)","Transgender",0.0
1053,"2018","Odisha","21","Rural Area (Sub Total)","Female",253.0
1054,"2018","Odisha","21","Rural Area (Sub Total)","Male",2200.0
1055,"2018","Odisha","21","Rural Area (Sub Total)","Transgender",0.0
1056,"2018","Odisha","21","Urban Area (At Pedestrian Crossing)","Female",5.0
1057,"2018","Odisha","21","Urban Area (At Pedestrian Crossing)","Male",27.0
1058,"2018","Odisha","21","Urban Area (At Pedestrian Crossing)","Transgender",0.0
1059,"2018","Odisha","21","Urban Area (Near Factory/Industrial Area)","Female",6.0
1060,"2018","Odisha","21","Urban Area (Near Factory/Industrial Area)","Male",39.0
1061,"2018","Odisha","21","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
1062,"2018","Odisha","21","Urban Area (Near Recreation Place/ Cinema Hall)","Female",55.0
1063,"2018","Odisha","21","Urban Area (Near Recreation Place/ Cinema Hall)","Male",359.0
1064,"2018","Odisha","21","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1065,"2018","Odisha","21","Urban Area (Near Religious Place)","Female",7.0
1066,"2018","Odisha","21","Urban Area (Near Religious Place)","Male",30.0
1067,"2018","Odisha","21","Urban Area (Near Religious Place)","Transgender",0.0
1068,"2018","Odisha","21","Urban Area (Near Residential Area)","Female",49.0
1069,"2018","Odisha","21","Urban Area (Near Residential Area)","Male",247.0
1070,"2018","Odisha","21","Urban Area (Near Residential Area)","Transgender",0.0
1071,"2018","Odisha","21","Urban Area (Near School/College/ Educational Institution)","Female",15.0
1072,"2018","Odisha","21","Urban Area (Near School/College/ Educational Institution)","Male",130.0
1073,"2018","Odisha","21","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
1074,"2018","Odisha","21","Urban Area (Others)","Female",221.0
1075,"2018","Odisha","21","Urban Area (Others)","Male",1593.0
1076,"2018","Odisha","21","Urban Area (Others)","Transgender",0.0
1077,"2018","Odisha","21","Urban Area (Sub Total)","Female",358.0
1078,"2018","Odisha","21","Urban Area (Sub Total)","Male",2425.0
1079,"2018","Odisha","21","Urban Area (Sub Total)","Transgender",0.0
1080,"2018","Puducherry","34","Rural Area (Near Factory)","Female",0.0
1081,"2018","Puducherry","34","Rural Area (Near Factory)","Male",0.0
1082,"2018","Puducherry","34","Rural Area (Near Factory)","Transgender",0.0
1083,"2018","Puducherry","34","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
1084,"2018","Puducherry","34","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
1085,"2018","Puducherry","34","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1086,"2018","Puducherry","34","Rural Area (Near Religious Place)","Female",0.0
1087,"2018","Puducherry","34","Rural Area (Near Religious Place)","Male",0.0
1088,"2018","Puducherry","34","Rural Area (Near Religious Place)","Transgender",0.0
1089,"2018","Puducherry","34","Rural Area (Near Residential Area)","Female",6.0
1090,"2018","Puducherry","34","Rural Area (Near Residential Area)","Male",31.0
1091,"2018","Puducherry","34","Rural Area (Near Residential Area)","Transgender",0.0
1092,"2018","Puducherry","34","Rural Area (Near School/College/ Educational Institution)","Female",13.0
1093,"2018","Puducherry","34","Rural Area (Near School/College/ Educational Institution)","Male",52.0
1094,"2018","Puducherry","34","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
1095,"2018","Puducherry","34","Rural Area (Others)","Female",3.0
1096,"2018","Puducherry","34","Rural Area (Others)","Male",27.0
1097,"2018","Puducherry","34","Rural Area (Others)","Transgender",0.0
1098,"2018","Puducherry","34","Rural Area (Sub Total)","Female",22.0
1099,"2018","Puducherry","34","Rural Area (Sub Total)","Male",110.0
1100,"2018","Puducherry","34","Rural Area (Sub Total)","Transgender",0.0
1101,"2018","Puducherry","34","Urban Area (At Pedestrian Crossing)","Female",0.0
1102,"2018","Puducherry","34","Urban Area (At Pedestrian Crossing)","Male",0.0
1103,"2018","Puducherry","34","Urban Area (At Pedestrian Crossing)","Transgender",0.0
1104,"2018","Puducherry","34","Urban Area (Near Factory/Industrial Area)","Female",0.0
1105,"2018","Puducherry","34","Urban Area (Near Factory/Industrial Area)","Male",0.0
1106,"2018","Puducherry","34","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
1107,"2018","Puducherry","34","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
1108,"2018","Puducherry","34","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
1109,"2018","Puducherry","34","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1110,"2018","Puducherry","34","Urban Area (Near Religious Place)","Female",0.0
1111,"2018","Puducherry","34","Urban Area (Near Religious Place)","Male",0.0
1112,"2018","Puducherry","34","Urban Area (Near Religious Place)","Transgender",0.0
1113,"2018","Puducherry","34","Urban Area (Near Residential Area)","Female",0.0
1114,"2018","Puducherry","34","Urban Area (Near Residential Area)","Male",0.0
1115,"2018","Puducherry","34","Urban Area (Near Residential Area)","Transgender",0.0
1116,"2018","Puducherry","34","Urban Area (Near School/College/ Educational Institution)","Female",0.0
1117,"2018","Puducherry","34","Urban Area (Near School/College/ Educational Institution)","Male",0.0
1118,"2018","Puducherry","34","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
1119,"2018","Puducherry","34","Urban Area (Others)","Female",5.0
1120,"2018","Puducherry","34","Urban Area (Others)","Male",89.0
1121,"2018","Puducherry","34","Urban Area (Others)","Transgender",0.0
1122,"2018","Puducherry","34","Urban Area (Sub Total)","Female",5.0
1123,"2018","Puducherry","34","Urban Area (Sub Total)","Male",89.0
1124,"2018","Puducherry","34","Urban Area (Sub Total)","Transgender",0.0
1125,"2018","Punjab","3","Rural Area (Near Factory)","Female",47.0
1126,"2018","Punjab","3","Rural Area (Near Factory)","Male",170.0
1127,"2018","Punjab","3","Rural Area (Near Factory)","Transgender",0.0
1128,"2018","Punjab","3","Rural Area (Near Recreation Place/ Cinema Hall)","Female",20.0
1129,"2018","Punjab","3","Rural Area (Near Recreation Place/ Cinema Hall)","Male",96.0
1130,"2018","Punjab","3","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1131,"2018","Punjab","3","Rural Area (Near Religious Place)","Female",38.0
1132,"2018","Punjab","3","Rural Area (Near Religious Place)","Male",149.0
1133,"2018","Punjab","3","Rural Area (Near Religious Place)","Transgender",0.0
1134,"2018","Punjab","3","Rural Area (Near Residential Area)","Female",127.0
1135,"2018","Punjab","3","Rural Area (Near Residential Area)","Male",783.0
1136,"2018","Punjab","3","Rural Area (Near Residential Area)","Transgender",0.0
1137,"2018","Punjab","3","Rural Area (Near School/College/ Educational Institution)","Female",54.0
1138,"2018","Punjab","3","Rural Area (Near School/College/ Educational Institution)","Male",238.0
1139,"2018","Punjab","3","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
1140,"2018","Punjab","3","Rural Area (Others)","Female",94.0
1141,"2018","Punjab","3","Rural Area (Others)","Male",888.0
1142,"2018","Punjab","3","Rural Area (Others)","Transgender",0.0
1143,"2018","Punjab","3","Rural Area (Sub Total)","Female",380.0
1144,"2018","Punjab","3","Rural Area (Sub Total)","Male",2324.0
1145,"2018","Punjab","3","Rural Area (Sub Total)","Transgender",0.0
1146,"2018","Punjab","3","Urban Area (At Pedestrian Crossing)","Female",5.0
1147,"2018","Punjab","3","Urban Area (At Pedestrian Crossing)","Male",30.0
1148,"2018","Punjab","3","Urban Area (At Pedestrian Crossing)","Transgender",0.0
1149,"2018","Punjab","3","Urban Area (Near Factory/Industrial Area)","Female",29.0
1150,"2018","Punjab","3","Urban Area (Near Factory/Industrial Area)","Male",184.0
1151,"2018","Punjab","3","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
1152,"2018","Punjab","3","Urban Area (Near Recreation Place/ Cinema Hall)","Female",23.0
1153,"2018","Punjab","3","Urban Area (Near Recreation Place/ Cinema Hall)","Male",114.0
1154,"2018","Punjab","3","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
1155,"2018","Punjab","3","Urban Area (Near Religious Place)","Female",31.0
1156,"2018","Punjab","3","Urban Area (Near Religious Place)","Male",128.0
1157,"2018","Punjab","3","Urban Area (Near Religious Place)","Transgender",0.0
1158,"2018","Punjab","3","Urban Area (Near Residential Area)","Female",117.0
1159,"2018","Punjab","3","Urban Area (Near Residential Area)","Male",659.0
1160,"2018","Punjab","3","Urban Area (Near Residential Area)","Transgender",0.0
1161,"2018","Punjab","3","Urban Area (Near School/College/ Educational Institution)","Female",32.0
1162,"2018","Punjab","3","Urban Area (Near School/College/ Educational Institution)","Male",203.0
1163,"2018","Punjab","3","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
1164,"2018","Punjab","3","Urban Area (Others)","Female",86.0
1165,"2018","Punjab","3","Urban Area (Others)","Male",393.0
1166,"2018","Punjab","3","Urban Area (Others)","Transgender",0.0
1167,"2018","Punjab","3","Urban Area (Sub Total)","Female",323.0
1168,"2018","Punjab","3","Urban Area (Sub Total)","Male",1711.0
1169,"2018","Punjab","3","Urban Area (Sub Total)","Transgender",0.0
1170,"2018","Rajasthan","8","Rural Area (Near Factory)","Female",27.0
