"id","year","state_name","state_code","place","gender","number_of_deaths"
612,"2018","Jharkhand","20","Urban Area (Near Recreation Place/ Cinema Hall)","Female",31.0
613,"2018","Jharkhand","20","Urban Area (Near Recreation Place/ Cinema Hall)","Male",285.0
614,"2018","Jharkhand","20","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
615,"2018","Jharkhand","20","Urban Area (Near Religious Place)","Female",17.0
616,"2018","Jharkhand","20","Urban Area (Near Religious Place)","Male",190.0
617,"2018","Jharkhand","20","Urban Area (Near Religious Place)","Transgender",0.0
618,"2018","Jharkhand","20","Urban Area (Near Residential Area)","Female",49.0
619,"2018","Jharkhand","20","Urban Area (Near Residential Area)","Male",365.0
620,"2018","Jharkhand","20","Urban Area (Near Residential Area)","Transgender",0.0
621,"2018","Jharkhand","20","Urban Area (Near School/College/ Educational Institution)","Female",34.0
622,"2018","Jharkhand","20","Urban Area (Near School/College/ Educational Institution)","Male",210.0
623,"2018","Jharkhand","20","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
624,"2018","Jharkhand","20","Urban Area (Others)","Female",8.0
625,"2018","Jharkhand","20","Urban Area (Others)","Male",48.0
626,"2018","Jharkhand","20","Urban Area (Others)","Transgender",0.0
627,"2018","Jharkhand","20","Urban Area (Sub Total)","Female",172.0
628,"2018","Jharkhand","20","Urban Area (Sub Total)","Male",1296.0
629,"2018","Jharkhand","20","Urban Area (Sub Total)","Transgender",0.0
630,"2018","Karnataka","29","Rural Area (Near Factory)","Female",14.0
631,"2018","Karnataka","29","Rural Area (Near Factory)","Male",105.0
632,"2018","Karnataka","29","Rural Area (Near Factory)","Transgender",0.0
633,"2018","Karnataka","29","Rural Area (Near Recreation Place/ Cinema Hall)","Female",9.0
634,"2018","Karnataka","29","Rural Area (Near Recreation Place/ Cinema Hall)","Male",56.0
635,"2018","Karnataka","29","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
636,"2018","Karnataka","29","Rural Area (Near Religious Place)","Female",33.0
637,"2018","Karnataka","29","Rural Area (Near Religious Place)","Male",85.0
638,"2018","Karnataka","29","Rural Area (Near Religious Place)","Transgender",0.0
639,"2018","Karnataka","29","Rural Area (Near Residential Area)","Female",114.0
640,"2018","Karnataka","29","Rural Area (Near Residential Area)","Male",662.0
641,"2018","Karnataka","29","Rural Area (Near Residential Area)","Transgender",0.0
642,"2018","Karnataka","29","Rural Area (Near School/College/ Educational Institution)","Female",18.0
643,"2018","Karnataka","29","Rural Area (Near School/College/ Educational Institution)","Male",100.0
644,"2018","Karnataka","29","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
645,"2018","Karnataka","29","Rural Area (Others)","Female",795.0
646,"2018","Karnataka","29","Rural Area (Others)","Male",5277.0
647,"2018","Karnataka","29","Rural Area (Others)","Transgender",0.0
648,"2018","Karnataka","29","Rural Area (Sub Total)","Female",983.0
649,"2018","Karnataka","29","Rural Area (Sub Total)","Male",6285.0
650,"2018","Karnataka","29","Rural Area (Sub Total)","Transgender",0.0
651,"2018","Karnataka","29","Urban Area (At Pedestrian Crossing)","Female",26.0
652,"2018","Karnataka","29","Urban Area (At Pedestrian Crossing)","Male",117.0
653,"2018","Karnataka","29","Urban Area (At Pedestrian Crossing)","Transgender",0.0
654,"2018","Karnataka","29","Urban Area (Near Factory/Industrial Area)","Female",24.0
655,"2018","Karnataka","29","Urban Area (Near Factory/Industrial Area)","Male",168.0
656,"2018","Karnataka","29","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
657,"2018","Karnataka","29","Urban Area (Near Recreation Place/ Cinema Hall)","Female",33.0
658,"2018","Karnataka","29","Urban Area (Near Recreation Place/ Cinema Hall)","Male",69.0
659,"2018","Karnataka","29","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
660,"2018","Karnataka","29","Urban Area (Near Religious Place)","Female",11.0
661,"2018","Karnataka","29","Urban Area (Near Religious Place)","Male",63.0
662,"2018","Karnataka","29","Urban Area (Near Religious Place)","Transgender",0.0
663,"2018","Karnataka","29","Urban Area (Near Residential Area)","Female",63.0
664,"2018","Karnataka","29","Urban Area (Near Residential Area)","Male",344.0
665,"2018","Karnataka","29","Urban Area (Near Residential Area)","Transgender",0.0
666,"2018","Karnataka","29","Urban Area (Near School/College/ Educational Institution)","Female",29.0
667,"2018","Karnataka","29","Urban Area (Near School/College/ Educational Institution)","Male",170.0
668,"2018","Karnataka","29","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
669,"2018","Karnataka","29","Urban Area (Others)","Female",351.0
670,"2018","Karnataka","29","Urban Area (Others)","Male",2254.0
671,"2018","Karnataka","29","Urban Area (Others)","Transgender",0.0
672,"2018","Karnataka","29","Urban Area (Sub Total)","Female",537.0
673,"2018","Karnataka","29","Urban Area (Sub Total)","Male",3185.0
674,"2018","Karnataka","29","Urban Area (Sub Total)","Transgender",0.0
675,"2018","Kerala","32","Rural Area (Near Factory)","Female",5.0
676,"2018","Kerala","32","Rural Area (Near Factory)","Male",29.0
677,"2018","Kerala","32","Rural Area (Near Factory)","Transgender",0.0
678,"2018","Kerala","32","Rural Area (Near Recreation Place/ Cinema Hall)","Female",11.0
679,"2018","Kerala","32","Rural Area (Near Recreation Place/ Cinema Hall)","Male",84.0
680,"2018","Kerala","32","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
681,"2018","Kerala","32","Rural Area (Near Religious Place)","Female",39.0
682,"2018","Kerala","32","Rural Area (Near Religious Place)","Male",187.0
683,"2018","Kerala","32","Rural Area (Near Religious Place)","Transgender",0.0
684,"2018","Kerala","32","Rural Area (Near Residential Area)","Female",168.0
685,"2018","Kerala","32","Rural Area (Near Residential Area)","Male",1026.0
686,"2018","Kerala","32","Rural Area (Near Residential Area)","Transgender",0.0
687,"2018","Kerala","32","Rural Area (Near School/College/ Educational Institution)","Female",43.0
688,"2018","Kerala","32","Rural Area (Near School/College/ Educational Institution)","Male",193.0
689,"2018","Kerala","32","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
690,"2018","Kerala","32","Rural Area (Others)","Female",204.0
691,"2018","Kerala","32","Rural Area (Others)","Male",839.0
692,"2018","Kerala","32","Rural Area (Others)","Transgender",0.0
693,"2018","Kerala","32","Rural Area (Sub Total)","Female",470.0
694,"2018","Kerala","32","Rural Area (Sub Total)","Male",2358.0
695,"2018","Kerala","32","Rural Area (Sub Total)","Transgender",0.0
696,"2018","Kerala","32","Urban Area (At Pedestrian Crossing)","Female",11.0
697,"2018","Kerala","32","Urban Area (At Pedestrian Crossing)","Male",50.0
698,"2018","Kerala","32","Urban Area (At Pedestrian Crossing)","Transgender",0.0
699,"2018","Kerala","32","Urban Area (Near Factory/Industrial Area)","Female",6.0
700,"2018","Kerala","32","Urban Area (Near Factory/Industrial Area)","Male",35.0
701,"2018","Kerala","32","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
702,"2018","Kerala","32","Urban Area (Near Recreation Place/ Cinema Hall)","Female",7.0
703,"2018","Kerala","32","Urban Area (Near Recreation Place/ Cinema Hall)","Male",34.0
704,"2018","Kerala","32","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
705,"2018","Kerala","32","Urban Area (Near Religious Place)","Female",15.0
706,"2018","Kerala","32","Urban Area (Near Religious Place)","Male",72.0
707,"2018","Kerala","32","Urban Area (Near Religious Place)","Transgender",0.0
708,"2018","Kerala","32","Urban Area (Near Residential Area)","Female",96.0
709,"2018","Kerala","32","Urban Area (Near Residential Area)","Male",820.0
710,"2018","Kerala","32","Urban Area (Near Residential Area)","Transgender",0.0
711,"2018","Kerala","32","Urban Area (Near School/College/ Educational Institution)","Female",24.0
712,"2018","Kerala","32","Urban Area (Near School/College/ Educational Institution)","Male",108.0
713,"2018","Kerala","32","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
714,"2018","Kerala","32","Urban Area (Others)","Female",47.0
715,"2018","Kerala","32","Urban Area (Others)","Male",150.0
716,"2018","Kerala","32","Urban Area (Others)","Transgender",0.0
717,"2018","Kerala","32","Urban Area (Sub Total)","Female",206.0
718,"2018","Kerala","32","Urban Area (Sub Total)","Male",1269.0
719,"2018","Kerala","32","Urban Area (Sub Total)","Transgender",0.0
720,"2018","Lakshadweep","31","Rural Area (Near Factory)","Female",0.0
721,"2018","Lakshadweep","31","Rural Area (Near Factory)","Male",0.0
722,"2018","Lakshadweep","31","Rural Area (Near Factory)","Transgender",0.0
723,"2018","Lakshadweep","31","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
724,"2018","Lakshadweep","31","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
725,"2018","Lakshadweep","31","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
726,"2018","Lakshadweep","31","Rural Area (Near Religious Place)","Female",0.0
727,"2018","Lakshadweep","31","Rural Area (Near Religious Place)","Male",0.0
728,"2018","Lakshadweep","31","Rural Area (Near Religious Place)","Transgender",0.0
729,"2018","Lakshadweep","31","Rural Area (Near Residential Area)","Female",0.0
730,"2018","Lakshadweep","31","Rural Area (Near Residential Area)","Male",0.0
731,"2018","Lakshadweep","31","Rural Area (Near Residential Area)","Transgender",0.0
732,"2018","Lakshadweep","31","Rural Area (Near School/College/ Educational Institution)","Female",0.0
733,"2018","Lakshadweep","31","Rural Area (Near School/College/ Educational Institution)","Male",0.0
734,"2018","Lakshadweep","31","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
735,"2018","Lakshadweep","31","Rural Area (Others)","Female",0.0
736,"2018","Lakshadweep","31","Rural Area (Others)","Male",1.0
737,"2018","Lakshadweep","31","Rural Area (Others)","Transgender",0.0
738,"2018","Lakshadweep","31","Rural Area (Sub Total)","Female",0.0
739,"2018","Lakshadweep","31","Rural Area (Sub Total)","Male",1.0
740,"2018","Lakshadweep","31","Rural Area (Sub Total)","Transgender",0.0
741,"2018","Lakshadweep","31","Urban Area (At Pedestrian Crossing)","Female",0.0
742,"2018","Lakshadweep","31","Urban Area (At Pedestrian Crossing)","Male",0.0
743,"2018","Lakshadweep","31","Urban Area (At Pedestrian Crossing)","Transgender",0.0
744,"2018","Lakshadweep","31","Urban Area (Near Factory/Industrial Area)","Female",0.0
745,"2018","Lakshadweep","31","Urban Area (Near Factory/Industrial Area)","Male",0.0
746,"2018","Lakshadweep","31","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
747,"2018","Lakshadweep","31","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
748,"2018","Lakshadweep","31","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
749,"2018","Lakshadweep","31","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
750,"2018","Lakshadweep","31","Urban Area (Near Religious Place)","Female",0.0
751,"2018","Lakshadweep","31","Urban Area (Near Religious Place)","Male",0.0
752,"2018","Lakshadweep","31","Urban Area (Near Religious Place)","Transgender",0.0
753,"2018","Lakshadweep","31","Urban Area (Near Residential Area)","Female",0.0
754,"2018","Lakshadweep","31","Urban Area (Near Residential Area)","Male",0.0
755,"2018","Lakshadweep","31","Urban Area (Near Residential Area)","Transgender",0.0
756,"2018","Lakshadweep","31","Urban Area (Near School/College/ Educational Institution)","Female",0.0
757,"2018","Lakshadweep","31","Urban Area (Near School/College/ Educational Institution)","Male",0.0
758,"2018","Lakshadweep","31","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
759,"2018","Lakshadweep","31","Urban Area (Others)","Female",0.0
760,"2018","Lakshadweep","31","Urban Area (Others)","Male",0.0
761,"2018","Lakshadweep","31","Urban Area (Others)","Transgender",0.0
762,"2018","Lakshadweep","31","Urban Area (Sub Total)","Female",0.0
763,"2018","Lakshadweep","31","Urban Area (Sub Total)","Male",0.0
764,"2018","Lakshadweep","31","Urban Area (Sub Total)","Transgender",0.0
765,"2018","Madhya Pradesh","23","Rural Area (Near Factory)","Female",36.0
766,"2018","Madhya Pradesh","23","Rural Area (Near Factory)","Male",216.0
767,"2018","Madhya Pradesh","23","Rural Area (Near Factory)","Transgender",0.0
768,"2018","Madhya Pradesh","23","Rural Area (Near Recreation Place/ Cinema Hall)","Female",26.0
769,"2018","Madhya Pradesh","23","Rural Area (Near Recreation Place/ Cinema Hall)","Male",119.0
770,"2018","Madhya Pradesh","23","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
771,"2018","Madhya Pradesh","23","Rural Area (Near Religious Place)","Female",69.0
772,"2018","Madhya Pradesh","23","Rural Area (Near Religious Place)","Male",266.0
773,"2018","Madhya Pradesh","23","Rural Area (Near Religious Place)","Transgender",0.0
774,"2018","Madhya Pradesh","23","Rural Area (Near Residential Area)","Female",358.0
775,"2018","Madhya Pradesh","23","Rural Area (Near Residential Area)","Male",2529.0
776,"2018","Madhya Pradesh","23","Rural Area (Near Residential Area)","Transgender",0.0
777,"2018","Madhya Pradesh","23","Rural Area (Near School/College/ Educational Institution)","Female",49.0
778,"2018","Madhya Pradesh","23","Rural Area (Near School/College/ Educational Institution)","Male",354.0
779,"2018","Madhya Pradesh","23","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
780,"2018","Madhya Pradesh","23","Rural Area (Others)","Female",410.0
781,"2018","Madhya Pradesh","23","Rural Area (Others)","Male",2949.0
782,"2018","Madhya Pradesh","23","Rural Area (Others)","Transgender",0.0
783,"2018","Madhya Pradesh","23","Rural Area (Sub Total)","Female",948.0
784,"2018","Madhya Pradesh","23","Rural Area (Sub Total)","Male",6433.0
785,"2018","Madhya Pradesh","23","Rural Area (Sub Total)","Transgender",0.0
786,"2018","Madhya Pradesh","23","Urban Area (At Pedestrian Crossing)","Female",22.0
787,"2018","Madhya Pradesh","23","Urban Area (At Pedestrian Crossing)","Male",139.0
788,"2018","Madhya Pradesh","23","Urban Area (At Pedestrian Crossing)","Transgender",0.0
789,"2018","Madhya Pradesh","23","Urban Area (Near Factory/Industrial Area)","Female",39.0
790,"2018","Madhya Pradesh","23","Urban Area (Near Factory/Industrial Area)","Male",328.0
791,"2018","Madhya Pradesh","23","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
792,"2018","Madhya Pradesh","23","Urban Area (Near Recreation Place/ Cinema Hall)","Female",22.0
793,"2018","Madhya Pradesh","23","Urban Area (Near Recreation Place/ Cinema Hall)","Male",141.0
794,"2018","Madhya Pradesh","23","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
795,"2018","Madhya Pradesh","23","Urban Area (Near Religious Place)","Female",71.0
796,"2018","Madhya Pradesh","23","Urban Area (Near Religious Place)","Male",234.0
797,"2018","Madhya Pradesh","23","Urban Area (Near Religious Place)","Transgender",0.0
798,"2018","Madhya Pradesh","23","Urban Area (Near Residential Area)","Female",243.0
799,"2018","Madhya Pradesh","23","Urban Area (Near Residential Area)","Male",1288.0
800,"2018","Madhya Pradesh","23","Urban Area (Near Residential Area)","Transgender",0.0
801,"2018","Madhya Pradesh","23","Urban Area (Near School/College/ Educational Institution)","Female",52.0
802,"2018","Madhya Pradesh","23","Urban Area (Near School/College/ Educational Institution)","Male",289.0
803,"2018","Madhya Pradesh","23","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
804,"2018","Madhya Pradesh","23","Urban Area (Others)","Female",191.0
805,"2018","Madhya Pradesh","23","Urban Area (Others)","Male",987.0
806,"2018","Madhya Pradesh","23","Urban Area (Others)","Transgender",0.0
807,"2018","Madhya Pradesh","23","Urban Area (Sub Total)","Female",640.0
808,"2018","Madhya Pradesh","23","Urban Area (Sub Total)","Male",3406.0
809,"2018","Madhya Pradesh","23","Urban Area (Sub Total)","Transgender",0.0
810,"2018","Maharashtra","27","Rural Area (Near Factory)","Female",40.0
811,"2018","Maharashtra","27","Rural Area (Near Factory)","Male",301.0
812,"2018","Maharashtra","27","Rural Area (Near Factory)","Transgender",0.0
813,"2018","Maharashtra","27","Rural Area (Near Recreation Place/ Cinema Hall)","Female",10.0
814,"2018","Maharashtra","27","Rural Area (Near Recreation Place/ Cinema Hall)","Male",61.0
815,"2018","Maharashtra","27","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
816,"2018","Maharashtra","27","Rural Area (Near Religious Place)","Female",28.0
817,"2018","Maharashtra","27","Rural Area (Near Religious Place)","Male",143.0
818,"2018","Maharashtra","27","Rural Area (Near Religious Place)","Transgender",0.0
819,"2018","Maharashtra","27","Rural Area (Near Residential Area)","Female",363.0
820,"2018","Maharashtra","27","Rural Area (Near Residential Area)","Male",2694.0
821,"2018","Maharashtra","27","Rural Area (Near Residential Area)","Transgender",0.0
822,"2018","Maharashtra","27","Rural Area (Near School/College/ Educational Institution)","Female",45.0
823,"2018","Maharashtra","27","Rural Area (Near School/College/ Educational Institution)","Male",278.0
824,"2018","Maharashtra","27","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
825,"2018","Maharashtra","27","Rural Area (Others)","Female",475.0
826,"2018","Maharashtra","27","Rural Area (Others)","Male",3511.0
827,"2018","Maharashtra","27","Rural Area (Others)","Transgender",0.0
828,"2018","Maharashtra","27","Rural Area (Sub Total)","Female",961.0
829,"2018","Maharashtra","27","Rural Area (Sub Total)","Male",6988.0
830,"2018","Maharashtra","27","Rural Area (Sub Total)","Transgender",0.0
831,"2018","Maharashtra","27","Urban Area (At Pedestrian Crossing)","Female",27.0
832,"2018","Maharashtra","27","Urban Area (At Pedestrian Crossing)","Male",174.0
833,"2018","Maharashtra","27","Urban Area (At Pedestrian Crossing)","Transgender",0.0
834,"2018","Maharashtra","27","Urban Area (Near Factory/Industrial Area)","Female",51.0
835,"2018","Maharashtra","27","Urban Area (Near Factory/Industrial Area)","Male",352.0
836,"2018","Maharashtra","27","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
837,"2018","Maharashtra","27","Urban Area (Near Recreation Place/ Cinema Hall)","Female",41.0
838,"2018","Maharashtra","27","Urban Area (Near Recreation Place/ Cinema Hall)","Male",183.0
839,"2018","Maharashtra","27","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
840,"2018","Maharashtra","27","Urban Area (Near Religious Place)","Female",64.0
841,"2018","Maharashtra","27","Urban Area (Near Religious Place)","Male",204.0
842,"2018","Maharashtra","27","Urban Area (Near Religious Place)","Transgender",0.0
843,"2018","Maharashtra","27","Urban Area (Near Residential Area)","Female",361.0
844,"2018","Maharashtra","27","Urban Area (Near Residential Area)","Male",2401.0
845,"2018","Maharashtra","27","Urban Area (Near Residential Area)","Transgender",0.0
846,"2018","Maharashtra","27","Urban Area (Near School/College/ Educational Institution)","Female",60.0
847,"2018","Maharashtra","27","Urban Area (Near School/College/ Educational Institution)","Male",267.0
848,"2018","Maharashtra","27","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
849,"2018","Maharashtra","27","Urban Area (Others)","Female",233.0
850,"2018","Maharashtra","27","Urban Area (Others)","Male",1496.0
851,"2018","Maharashtra","27","Urban Area (Others)","Transgender",0.0
852,"2018","Maharashtra","27","Urban Area (Sub Total)","Female",837.0
853,"2018","Maharashtra","27","Urban Area (Sub Total)","Male",5077.0
854,"2018","Maharashtra","27","Urban Area (Sub Total)","Transgender",0.0
855,"2018","Manipur","14","Rural Area (Near Factory)","Female",0.0
856,"2018","Manipur","14","Rural Area (Near Factory)","Male",0.0
857,"2018","Manipur","14","Rural Area (Near Factory)","Transgender",0.0
858,"2018","Manipur","14","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
859,"2018","Manipur","14","Rural Area (Near Recreation Place/ Cinema Hall)","Male",1.0
860,"2018","Manipur","14","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
861,"2018","Manipur","14","Rural Area (Near Religious Place)","Female",1.0
862,"2018","Manipur","14","Rural Area (Near Religious Place)","Male",1.0
863,"2018","Manipur","14","Rural Area (Near Religious Place)","Transgender",0.0
864,"2018","Manipur","14","Rural Area (Near Residential Area)","Female",7.0
865,"2018","Manipur","14","Rural Area (Near Residential Area)","Male",50.0
866,"2018","Manipur","14","Rural Area (Near Residential Area)","Transgender",0.0
867,"2018","Manipur","14","Rural Area (Near School/College/ Educational Institution)","Female",2.0
868,"2018","Manipur","14","Rural Area (Near School/College/ Educational Institution)","Male",6.0
869,"2018","Manipur","14","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
870,"2018","Manipur","14","Rural Area (Others)","Female",1.0
871,"2018","Manipur","14","Rural Area (Others)","Male",25.0
872,"2018","Manipur","14","Rural Area (Others)","Transgender",0.0
873,"2018","Manipur","14","Rural Area (Sub Total)","Female",11.0
874,"2018","Manipur","14","Rural Area (Sub Total)","Male",83.0
875,"2018","Manipur","14","Rural Area (Sub Total)","Transgender",0.0
876,"2018","Manipur","14","Urban Area (At Pedestrian Crossing)","Female",1.0
877,"2018","Manipur","14","Urban Area (At Pedestrian Crossing)","Male",3.0
878,"2018","Manipur","14","Urban Area (At Pedestrian Crossing)","Transgender",0.0
879,"2018","Manipur","14","Urban Area (Near Factory/Industrial Area)","Female",0.0
880,"2018","Manipur","14","Urban Area (Near Factory/Industrial Area)","Male",0.0
881,"2018","Manipur","14","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
882,"2018","Manipur","14","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
883,"2018","Manipur","14","Urban Area (Near Recreation Place/ Cinema Hall)","Male",3.0
884,"2018","Manipur","14","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
885,"2018","Manipur","14","Urban Area (Near Religious Place)","Female",0.0
886,"2018","Manipur","14","Urban Area (Near Religious Place)","Male",0.0
887,"2018","Manipur","14","Urban Area (Near Religious Place)","Transgender",0.0
888,"2018","Manipur","14","Urban Area (Near Residential Area)","Female",6.0
889,"2018","Manipur","14","Urban Area (Near Residential Area)","Male",16.0
890,"2018","Manipur","14","Urban Area (Near Residential Area)","Transgender",0.0
891,"2018","Manipur","14","Urban Area (Near School/College/ Educational Institution)","Female",1.0
892,"2018","Manipur","14","Urban Area (Near School/College/ Educational Institution)","Male",5.0
893,"2018","Manipur","14","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
894,"2018","Manipur","14","Urban Area (Others)","Female",0.0
895,"2018","Manipur","14","Urban Area (Others)","Male",6.0
896,"2018","Manipur","14","Urban Area (Others)","Transgender",0.0
897,"2018","Manipur","14","Urban Area (Sub Total)","Female",8.0
898,"2018","Manipur","14","Urban Area (Sub Total)","Male",33.0
899,"2018","Manipur","14","Urban Area (Sub Total)","Transgender",0.0
900,"2018","Meghalaya","17","Rural Area (Near Factory)","Female",3.0
901,"2018","Meghalaya","17","Rural Area (Near Factory)","Male",8.0
902,"2018","Meghalaya","17","Rural Area (Near Factory)","Transgender",0.0
903,"2018","Meghalaya","17","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
904,"2018","Meghalaya","17","Rural Area (Near Recreation Place/ Cinema Hall)","Male",2.0
905,"2018","Meghalaya","17","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
906,"2018","Meghalaya","17","Rural Area (Near Religious Place)","Female",1.0
907,"2018","Meghalaya","17","Rural Area (Near Religious Place)","Male",26.0
908,"2018","Meghalaya","17","Rural Area (Near Religious Place)","Transgender",0.0
909,"2018","Meghalaya","17","Rural Area (Near Residential Area)","Female",11.0
910,"2018","Meghalaya","17","Rural Area (Near Residential Area)","Male",37.0
911,"2018","Meghalaya","17","Rural Area (Near Residential Area)","Transgender",0.0
912,"2018","Meghalaya","17","Rural Area (Near School/College/ Educational Institution)","Female",1.0
913,"2018","Meghalaya","17","Rural Area (Near School/College/ Educational Institution)","Male",4.0
914,"2018","Meghalaya","17","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
915,"2018","Meghalaya","17","Rural Area (Others)","Female",6.0
916,"2018","Meghalaya","17","Rural Area (Others)","Male",42.0
917,"2018","Meghalaya","17","Rural Area (Others)","Transgender",0.0
918,"2018","Meghalaya","17","Rural Area (Sub Total)","Female",22.0
919,"2018","Meghalaya","17","Rural Area (Sub Total)","Male",119.0
920,"2018","Meghalaya","17","Rural Area (Sub Total)","Transgender",0.0
921,"2018","Meghalaya","17","Urban Area (At Pedestrian Crossing)","Female",1.0
922,"2018","Meghalaya","17","Urban Area (At Pedestrian Crossing)","Male",3.0
923,"2018","Meghalaya","17","Urban Area (At Pedestrian Crossing)","Transgender",0.0
924,"2018","Meghalaya","17","Urban Area (Near Factory/Industrial Area)","Female",0.0
925,"2018","Meghalaya","17","Urban Area (Near Factory/Industrial Area)","Male",0.0
926,"2018","Meghalaya","17","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
927,"2018","Meghalaya","17","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
928,"2018","Meghalaya","17","Urban Area (Near Recreation Place/ Cinema Hall)","Male",1.0
929,"2018","Meghalaya","17","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
930,"2018","Meghalaya","17","Urban Area (Near Religious Place)","Female",1.0
931,"2018","Meghalaya","17","Urban Area (Near Religious Place)","Male",4.0
932,"2018","Meghalaya","17","Urban Area (Near Religious Place)","Transgender",0.0
933,"2018","Meghalaya","17","Urban Area (Near Residential Area)","Female",3.0
934,"2018","Meghalaya","17","Urban Area (Near Residential Area)","Male",19.0
935,"2018","Meghalaya","17","Urban Area (Near Residential Area)","Transgender",0.0
936,"2018","Meghalaya","17","Urban Area (Near School/College/ Educational Institution)","Female",1.0
937,"2018","Meghalaya","17","Urban Area (Near School/College/ Educational Institution)","Male",8.0
938,"2018","Meghalaya","17","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
939,"2018","Meghalaya","17","Urban Area (Others)","Female",3.0
940,"2018","Meghalaya","17","Urban Area (Others)","Male",11.0
941,"2018","Meghalaya","17","Urban Area (Others)","Transgender",0.0
942,"2018","Meghalaya","17","Urban Area (Sub Total)","Female",9.0
943,"2018","Meghalaya","17","Urban Area (Sub Total)","Male",46.0
944,"2018","Meghalaya","17","Urban Area (Sub Total)","Transgender",0.0
945,"2018","Mizoram","15","Rural Area (Near Factory)","Female",0.0
946,"2018","Mizoram","15","Rural Area (Near Factory)","Male",0.0
947,"2018","Mizoram","15","Rural Area (Near Factory)","Transgender",0.0
948,"2018","Mizoram","15","Rural Area (Near Recreation Place/ Cinema Hall)","Female",0.0
949,"2018","Mizoram","15","Rural Area (Near Recreation Place/ Cinema Hall)","Male",0.0
950,"2018","Mizoram","15","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
951,"2018","Mizoram","15","Rural Area (Near Religious Place)","Female",0.0
952,"2018","Mizoram","15","Rural Area (Near Religious Place)","Male",0.0
953,"2018","Mizoram","15","Rural Area (Near Religious Place)","Transgender",0.0
954,"2018","Mizoram","15","Rural Area (Near Residential Area)","Female",7.0
955,"2018","Mizoram","15","Rural Area (Near Residential Area)","Male",14.0
956,"2018","Mizoram","15","Rural Area (Near Residential Area)","Transgender",0.0
957,"2018","Mizoram","15","Rural Area (Near School/College/ Educational Institution)","Female",0.0
958,"2018","Mizoram","15","Rural Area (Near School/College/ Educational Institution)","Male",2.0
959,"2018","Mizoram","15","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
960,"2018","Mizoram","15","Rural Area (Others)","Female",0.0
961,"2018","Mizoram","15","Rural Area (Others)","Male",0.0
962,"2018","Mizoram","15","Rural Area (Others)","Transgender",0.0
963,"2018","Mizoram","15","Rural Area (Sub Total)","Female",7.0
964,"2018","Mizoram","15","Rural Area (Sub Total)","Male",16.0
965,"2018","Mizoram","15","Rural Area (Sub Total)","Transgender",0.0
966,"2018","Mizoram","15","Urban Area (At Pedestrian Crossing)","Female",0.0
967,"2018","Mizoram","15","Urban Area (At Pedestrian Crossing)","Male",0.0
