"id","year","state_name","state_code","mode_of_transport","injured","died"
803,"2022","Telangana","36","Two Wheeler",10400.0,3977.0
804,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Animal Drawn Vehicle",0.0,0.0
805,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Bicycle",5.0,5.0
806,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Bus",73.0,1.0
807,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
808,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Other Motor Vehicles",0.0,0.0
809,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Others",1.0,3.0
810,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Pedestrian",28.0,18.0
811,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Suv / Car / Jeep / Etc.",29.0,7.0
812,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Three Wheeler/Auto Rickshaw",15.0,3.0
813,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Tractor",0.0,0.0
814,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Truck/Lorry/Mini Truck",3.0,1.0
815,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Two Wheeler",103.0,42.0
816,"2022","Tripura","16","Animal Drawn Vehicle",0.0,0.0
817,"2022","Tripura","16","Bicycle",13.0,9.0
818,"2022","Tripura","16","Bus",20.0,2.0
819,"2022","Tripura","16","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
820,"2022","Tripura","16","Other Motor Vehicles",28.0,2.0
821,"2022","Tripura","16","Others",3.0,2.0
822,"2022","Tripura","16","Pedestrian",116.0,81.0
823,"2022","Tripura","16","Suv / Car / Jeep / Etc.",94.0,18.0
824,"2022","Tripura","16","Three Wheeler/Auto Rickshaw",50.0,14.0
825,"2022","Tripura","16","Tractor",0.0,0.0
826,"2022","Tripura","16","Truck/Lorry/Mini Truck",45.0,21.0
827,"2022","Tripura","16","Two Wheeler",172.0,92.0
828,"2022","Uttar Pradesh","9","Animal Drawn Vehicle",122.0,76.0
829,"2022","Uttar Pradesh","9","Bicycle",522.0,537.0
830,"2022","Uttar Pradesh","9","Bus",1576.0,1744.0
831,"2022","Uttar Pradesh","9","Hand Drawn Vehicle/ Cycle Rickshaw",125.0,92.0
832,"2022","Uttar Pradesh","9","Other Motor Vehicles",689.0,1055.0
833,"2022","Uttar Pradesh","9","Others",486.0,492.0
834,"2022","Uttar Pradesh","9","Pedestrian",523.0,689.0
835,"2022","Uttar Pradesh","9","Suv / Car / Jeep / Etc.",4263.0,4337.0
836,"2022","Uttar Pradesh","9","Three Wheeler/Auto Rickshaw",1561.0,1658.0
837,"2022","Uttar Pradesh","9","Tractor",1012.0,1015.0
838,"2022","Uttar Pradesh","9","Truck/Lorry/Mini Truck",3061.0,4109.0
839,"2022","Uttar Pradesh","9","Two Wheeler",7756.0,8305.0
840,"2022","Uttarakhand","5","Animal Drawn Vehicle",0.0,0.0
841,"2022","Uttarakhand","5","Bicycle",18.0,11.0
842,"2022","Uttarakhand","5","Bus",233.0,58.0
843,"2022","Uttarakhand","5","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
844,"2022","Uttarakhand","5","Other Motor Vehicles",160.0,120.0
845,"2022","Uttarakhand","5","Others",4.0,1.0
846,"2022","Uttarakhand","5","Pedestrian",123.0,66.0
847,"2022","Uttarakhand","5","Suv / Car / Jeep / Etc.",300.0,259.0
848,"2022","Uttarakhand","5","Three Wheeler/Auto Rickshaw",64.0,23.0
849,"2022","Uttarakhand","5","Tractor",12.0,10.0
850,"2022","Uttarakhand","5","Truck/Lorry/Mini Truck",109.0,73.0
851,"2022","Uttarakhand","5","Two Wheeler",590.0,421.0
852,"2022","West Bengal","19","Animal Drawn Vehicle",0.0,1.0
853,"2022","West Bengal","19","Bicycle",207.0,98.0
854,"2022","West Bengal","19","Bus",954.0,329.0
855,"2022","West Bengal","19","Hand Drawn Vehicle/ Cycle Rickshaw",91.0,34.0
856,"2022","West Bengal","19","Other Motor Vehicles",525.0,458.0
857,"2022","West Bengal","19","Others",151.0,475.0
858,"2022","West Bengal","19","Pedestrian",313.0,173.0
859,"2022","West Bengal","19","Suv / Car / Jeep / Etc.",1328.0,946.0
860,"2022","West Bengal","19","Three Wheeler/Auto Rickshaw",381.0,211.0
861,"2022","West Bengal","19","Tractor",176.0,125.0
862,"2022","West Bengal","19","Truck/Lorry/Mini Truck",1366.0,1184.0
863,"2022","West Bengal","19","Two Wheeler",2632.0,1754.0
